"Date de début";"Date de fin";"Organisme";"code zas";"Zas";"code site";"nom site";"type d'implantation";"Polluant";"type d'influence";"Réglementaire";"type d'évaluation";"type de valeur";"valeur";"valeur brute";"unité de mesure";"taux de saisie";"couverture temporelle";"couverture de données";"code qualité";"validité";"Latitude";"Longitude"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG02";"ZAG LILLE";"FR11026";"Halluin stade";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"30.0";"30.1523809524";"µg-m3";"88.0";"100";"88.0";"R";"1";"50.775482";"3.12568"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG02";"ZAG LILLE";"FR11038";"Tourcoing Houpline";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"35.0";"34.575";"µg-m3";"100.0";"100";"100.0";"A";"1";"50.733333";"3.173611"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG02";"ZAG LILLE";"FR11114";"Wattignies";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"29.0";"29.4833333333";"µg-m3";"100.0";"100";"100.0";"A";"1";"50.59774";"3.04946"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12004";"Toulouse école m. Jacquier";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"85.0";"84.6208333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"43.575694";"1.418064"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12020";"Peyrusse Vieille";"Rurale nationale";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"92.0";"92.1875";"µg-m3";"100.0";"100";"100.0";"R";"1";"43.6287";"0.179069"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12029";"Gaudonville";"Rurale régionale";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"88.0";"87.6458333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"43.883933";"0.845617"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12030";"Toulouse Berthelot";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"86.0";"85.6875";"µg-m3";"100.0";"100";"100.0";"R";"1";"43.587344";"1.444003"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12031";"Belesta en Lauragais";"Rurale régionale";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"87.0";"87.325";"µg-m3";"100.0";"100";"100.0";"A";"1";"43.44139";"1.821944"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12041";"Montgiscard SICOVAL";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"91.0";"90.925";"µg-m3";"100.0";"100";"100.0";"A";"1";"43.457306";"1.571469"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12042";"Lourdes Lapaca";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"95.0";"95.3166666667";"µg-m3";"100.0";"100";"100.0";"A";"1";"43.096247";"-0.040497"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12052";"Tarbes lycée Dupuy";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"90.0";"90.4583333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"43.230297";"0.062339"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12053";"Castres stadeTravet";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"86.0";"85.5416666667";"µg-m3";"100.0";"100";"100.0";"A";"1";"43.610497";"2.23015"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12095";"Rodez Camonil";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"86.0";"86.0434782609";"µg-m3";"96.0";"100";"96.0";"R";"1";"44.35699225";"2.57070422"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR14008";"REVIN";"Rurale nationale";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"57.0";"57.0041666667";"µg-m3";"100.0";"100";"100.0";"R";"1";"49.90778";"4.63"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZAR01";"ZAR REIMS";"FR14010";"BETHENY";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"68.0";"68.4958333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"49.28222";"4.051111"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZAR01";"ZAR REIMS";"FR14012";"Jean d Aulan";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"70.0";"70.0625";"µg-m3";"100.0";"100";"100.0";"R";"1";"49.224167";"4.020556"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR14022";"CHALONS";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"65.0";"64.5875";"µg-m3";"100.0";"100";"100.0";"A";"1";"48.962223";"4.36"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR14032";"ST PARRES AUX TERTRE";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"69.0";"68.8652173913";"µg-m3";"96.0";"100";"96.0";"R";"1";"48.299168";"4.117222"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR14042";"St DIZIER L. Michel";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"69.0";"69.1708333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"48.645836";"4.966111"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR14051";"CHARLEVILLE";"Urbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"45.0";"45.35";"µg-m3";"100.0";"100";"100.0";"A";"1";"49.745277";"4.719167"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZAG02";"ZAG GRENOBLE";"FR15013";"Champ sur Drac";"Périurbaine";"O3";"Fond";"Oui";"mesures fixes";"Moy. journalière";"56.0";"56.3416666667";"µg-m3";"100.0";"100";"100.0";"A";"1";"45.07954";"5.728653"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZAG02";"ZAG GRENOBLE";"FR15018";"Voiron Urbain";"Urbaine";"O3";"Fond";"Oui";"mesures indicatives";"Moy. journalière";"66.0";"66.4208333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"45.360176";"5.589419"
"2026/02/19 00:00:00";"2026/02/19 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR93ZRE02";"ZR PROVENCE-ALPES-COTE-D-AZUR";"FR15031";"Le Casset2";"Rurale nationale";"O3";"Fond";"Oui";"mesures indicatives";"Moy. journalière";"87.0";"87.2458333333";"µg-m3";"100.0";"100";"100.0";"R";"1";"44.997";"6.4694"
